animal,genre,views,likes,like_rate,dur,upload,channel,subs,title,hook,ai_made,url
貓,搞笑意外,88951639,954910,1.07,8,2024-03-14,Oscar's Funny World,16200000,😲How I Caught The Football With A Thrill?🏈|Tenge 🇺🇬🇳🇬 #funnycat #catmemes #trending,貓接美式足球的驚險瞬間,True,https://www.youtube.com/shorts/RhwItdJqibA
貓,可愛日常,88170677,760415,0.86,5,2025-09-29,Fluffy Box,117000,Tiny Rainbow Kittens in My Hand 🐾🌈,掌心上的彩虹小貓,True,https://www.youtube.com/shorts/HXWBDyusxlA
貓,搞笑意外,87889748,959287,1.09,20,2025-03-05,MY CAT NEW FUNNY INDIA,151000,Billi Ne Chori Kiya Baccha 🥺 #cat video #cute cats #funnyvideo #viralvideo,貓竟然把小寶寶叼走了,False,https://www.youtube.com/shorts/-DeXyOFd7gk
貓,音樂舞蹈,86894262,,,8,2024-11-04,Cute Animals,239000,Super cat dance 🥰 #cute #cat #catlover #funny #short #shorts #shortvideo #yt #ytshort #ytshorts,貓咪跳起超強舞步,False,https://www.youtube.com/shorts/ZvrWSP3kTXk
貓,可愛日常,86455127,721793,0.83,36,2025-10-11,Rabbitsea,343000,#cat cats ​​​#kitten ​​​#kittens ​​​#meow​​​ #kitty​​​ #catlovers   #shortfeed   #catstory,小奶貓的日常故事,False,https://www.youtube.com/shorts/bRhu8k1ELZo
貓,音樂舞蹈,85426540,1076329,1.26,10,2025-02-13,Story Arc Paws,530000,Heart-warming Cute Kitten Dance 🐾 #shorts #kittenrescue #animalrescue #kittenrevenge,小奶貓跳起療癒舞步,True,https://www.youtube.com/shorts/1DwmCKpRWMQ
貓,可愛日常,85019708,387436,0.46,6,2025-02-18,Poptart Cat ,95200,Kitty meowing to attract cats,小貓喵喵叫想召喚同伴,False,https://www.youtube.com/shorts/8jM4XT-5CUA
貓,劇情反轉,84054316,1319925,1.57,60,2025-09-11,Lively Meows,961000,Rich cat follows her poor maid... and changes her life forever! ✨😭❤️,富貓跟蹤窮女傭改變她一生,True,https://www.youtube.com/shorts/7NaLAnFisIM
貓,搞笑意外,83846329,3115919,3.72,13,2023-10-19,Sonyakisa8 TT,19500000,😼 #cat #cats,貓的一個表情笑死人,False,https://www.youtube.com/shorts/o-F8wZa8uv8
貓,寵物與人互動,83636346,1628628,1.95,60,2025-05-01,UL Cats,211000,Cats love to sleep with their owners❤️😻,貓咪都愛跟主人同床睡,False,https://www.youtube.com/shorts/oWoMsbicEug
貓,可愛日常,83115605,2926088,3.52,6,2021-10-06,RGNithalaYuJiRoHaNMa,369000,How beautiful is this cat after giving birth to kittens,生完小貓的貓媽媽有多美,False,https://www.youtube.com/shorts/EyqzozesQ4Q
貓,劇情反轉,82259546,1184392,1.44,32,2024-06-08,Super Emotional Stories,1340000,Kitten Party After Exhausted Mother Cat Meltdown #funny #catlover #cuteanimals #cartoon,貓媽媽崩潰後的小貓派對,True,https://www.youtube.com/shorts/MLMZK82lXqc
貓,搞笑意外,82225956,1502385,1.83,11,2022-02-15,Aymie and family,2860000,Surprising Penny awake compilation! #penny #pennythecat,突襲吵醒睡夢中的貓,False,https://www.youtube.com/shorts/SXKY5cg-c7U
貓,音樂舞蹈,81701295,1007320,1.23,10,2023-05-18,SIDDHARTH - JAIN -GAMING 😈,208000,billi ka dance Jo Mujhe Pyar Karega,貓咪聽到歌就開始跳舞,False,https://www.youtube.com/shorts/icCP9RY7iJU
貓,寵物與人互動,81549689,,,51,2025-04-05,Sirf Shreyansh,15900000,Caty Meri Icecream Kha Gaya  #shorts #minivlog #ashortaday #vlog #tranding #cats #cat,我的冰淇淋被貓吃光了,False,https://www.youtube.com/shorts/x0_2AqNpi8k
貓,可愛日常,81364927,423953,0.52,8,2024-08-19,Rocking fun with Nadeem,6600000,बिल्ली दूध पियेगी 🍼🥛😺,小貓要喝牛奶了,False,https://www.youtube.com/shorts/FT_xLdKX2Eo
貓,可愛日常,81303610,818853,1.01,14,2026-06-02,말랑티비,56300,자식 교육 잘 시키는 어미고양이 #고양이 #귀여운 #새끼고양이,貓媽媽這樣管教小貓,False,https://www.youtube.com/shorts/0-22PyCMpLM
貓,可愛日常,80541627,2430501,3.02,37,2022-10-31,DontStopMeowing,5510000,MY CAT LOVES TAKING A BUBBLE BATH #shorts #shorts30,我家貓超愛泡泡浴,False,https://www.youtube.com/shorts/4RiKz8NQFHs
貓,搞笑意外,79686145,1243746,1.56,5,2023-05-22,exlittlebeans,5760000,Cat jump rope,貓咪跳繩神技,False,https://www.youtube.com/shorts/HilY3Zqhlrg
貓,救援感人,78669029,288515,0.37,12,2025-08-07,Mr Azaza,976000,I saved a little kitten🚽💩🐈‍⬛,我從馬桶救出一隻小貓,False,https://www.youtube.com/shorts/jsrPKNvxMdw
貓,劇情反轉,78074512,350006,0.45,10,2025-08-06,Cat-alyst,50900,💚Evolution of baby:Pregnant Cat on hospital with Nurse      #cat #funny #cute #love #whale,懷孕母貓進醫院待產,True,https://www.youtube.com/shorts/Z_8Y-yIgsfw
貓,搞笑意外,77148790,2729612,3.54,18,2023-11-04,Sonyakisa8 TT,19500000,I won't joke with Sonya anymore🥲 #cat #cats,我不敢再跟貓開玩笑,False,https://www.youtube.com/shorts/9fGHamVe_qE
貓,可愛日常,75103135,1160286,1.54,7,2023-01-17,Cray Clips,385000,Baby cat #shorts,奶貓的萌樣,False,https://www.youtube.com/shorts/5WqLjXTuvyU
貓,音樂舞蹈,73696044,308738,0.42,4,2025-08-31,Fact With Johi,1900000,Funny Cat videos crazy dance🤣 #monkey #funny #cartoon #cat #babyvideos #viralshorts #0998,貓咪瘋狂跳舞,False,https://www.youtube.com/shorts/NFaSXJSpe1o
貓,劇情反轉,73538144,,,59,2025-03-12,Cat and Hat ,316000,Evil Cat Babysitter | Kitten Kids Escape | Cat Animation Short  #cat#kitten#cutecat#catlover,惡魔保姆貓與小貓逃亡,True,https://www.youtube.com/shorts/aqI_WCMFaIA
貓,搞笑意外,72914997,,,5,2023-02-02,Vaibhav,209000,बोलने वाली बिल्ली,會說話的貓,False,https://www.youtube.com/shorts/2uaLjWhH2xU
貓,搞笑意外,72089601,336670,0.47,9,2024-09-26,COSEFNASTYA SHORTS,9240000,Cat Stole Money 🐈❤️😢 #cats #cat,貓咪偷走了鈔票,False,https://www.youtube.com/shorts/O_bJuDvu0pk
貓,搞笑意外,72000952,,,20,2025-09-23,NITIN CARTOON ZONE ,543000,बिल्ली वाला वीडियो 😱Tool Items Viral Gadgets Smart Appliances Kitchen Utensils/Home Inventions,卡通貓咪的搞笑影片,True,https://www.youtube.com/shorts/zqwnjULBrkk
貓,可愛日常,71604607,962790,1.34,29,2026-06-11,Mugi Ranks,928000,Ranking Best Clingy Cat Moments,黏人貓時刻大排名,False,https://www.youtube.com/shorts/lVg6kNe2Wg8
貓,音樂舞蹈,70793990,413757,0.58,8,2025-10-07,kitty lado,59200,बिल्ली डांस | 💃 सुंदर गोरिया साजो शृंगार माँगत है | बिल्ली का जबरदस्त डांस 😻🔥 #funny #cat #trending,貓咪跳起激情舞蹈,False,https://www.youtube.com/shorts/wZrF8ffytnY
貓,寵物與人互動,70704937,531817,0.75,36,2025-08-29,Anaya Kandhal,74400000,Anaya Ke Papa Kya Karne Wale Hain Billi 🐈 Ke Sath 😢,爸爸要對這隻貓做什麼？,False,https://www.youtube.com/shorts/KPvcg8SMKkw
貓,劇情反轉,70616847,1168420,1.65,55,2025-05-17,Si Bocil - Bocah Cilik,21300000,Kucingnya Hilang 1 😱😭 #shorts #kucing,貓咪少了一隻，去哪了？,False,https://www.youtube.com/shorts/_hDuoPenzZo
貓,搞笑意外,70609373,2077284,2.94,28,2023-04-22,Sonyakisa8 TT,19500000,🐾😫 #cat #cats,貓咪一臉厭世的瞬間,False,https://www.youtube.com/shorts/PjIrYnuhWbo
貓,可愛日常,70057386,1414442,2.02,13,2023-03-17,“獨生子的日常”YouTube官方頻道,2860000,【小奶貓成長記】一直熟睡小奶貓的正確打開方式,熟睡小奶貓的正確打開方式,False,https://www.youtube.com/shorts/vGgfKNwfUXs
貓,寵物與人互動,69820180,1531381,2.19,37,2022-08-03,Aymie and family,2860000,I can’t believe Penny won’t dance in the rain with me🥺 #pennythecat #talkingcat,貓咪不肯陪我雨中跳舞,False,https://www.youtube.com/shorts/t6mWDJCGQvA
貓,搞笑意外,69742263,238800,0.34,5,2025-06-03,Baby Mom Official ,185000,Ye Billi dekh 🤪🤪🔥🙈🙈 #funny #shortsfeed #cat #meow #catvideos #cutecat #meowmeow,你看這隻貓在幹嘛,False,https://www.youtube.com/shorts/ZCtcCMXVaNk
貓,搞笑意外,69471143,914958,1.32,16,2023-09-15,KLR Productions,4120000,Demon Cat pt. 3,惡魔貓再次出動第三集,False,https://www.youtube.com/shorts/GQrVFnQgnWM
貓,救援感人,69108281,1776846,2.57,17,2022-12-22,Sonyakisa8 TT,19500000,Sonya and Kisa help homeless animals❤️,兩隻貓出門幫助流浪動物,False,https://www.youtube.com/shorts/tXcRnB3QjBM
貓,搞笑意外,69042524,1168008,1.69,33,2026-04-27,AniRank,777000,Ranking TOP CATS RUINING LIVE TV Core Moments!! 🐱📺,貓咪亂入直播現場排行榜,False,https://www.youtube.com/shorts/tmu7CRPJOQ8
貓,可愛日常,68706360,1634608,2.38,12,2023-06-24,一隻又廷🐱,1370000,【#一只又廷】小奶猫为了喝一口奶能有多拼！#小奶猫 #小奶猫的成长日记 #又廷一家,小奶貓為喝一口奶有多拼,False,https://www.youtube.com/shorts/Wn_SHEu6NcY
貓,可愛日常,68478401,1066220,1.56,60,2025-06-29,CallMeOnyxx,704000,Ranking Cutest Cats And Babies Moments,貓咪與寶寶的萌度排行,False,https://www.youtube.com/shorts/uKwBDOpnG78
貓,可愛日常,68132258,434838,0.64,54,2026-08-05,Princess Nika cat,12700000,I got Nika a new friend😬 #cat #cats,我幫貓找了新朋友,False,https://www.youtube.com/shorts/lQR2h80jb8I
貓,可愛日常,68042936,,,6,2022-09-12,Backpack Buddies Krishna  ( B.B.K  ),149000,बिल्ली वीडियो 😺 I Cute Cate Playing I बिल्ली करती मऊ मऊ I Billi Video I Funy Cate meme #cats #cat,貓咪喵喵叫著玩耍,False,https://www.youtube.com/shorts/RrTyVnBc90Y
貓,救援感人,67952181,684769,1.01,15,2025-06-14,Jetson Pets,727000,We lost our childhood pet💔🥺 #cat,陪我長大的貓走了,False,https://www.youtube.com/shorts/7BhxTDGtWIk
貓,搞笑意外,66739108,1803248,2.7,27,2023-05-08,mmeowmmia,4560000,What a huge jump😍,這一跳也太誇張了吧,False,https://www.youtube.com/shorts/2Jtap32RQMM
貓,可愛日常,66412747,1980216,2.98,16,2022-01-30,CHAMPOWOODS KENNEL,280000,Mother cat Feeding her cutest tribe kittens,貓媽媽餵一整窩小奶貓,False,https://www.youtube.com/shorts/wQzY59iVvCQ
貓,劇情反轉,65966564,,,32,2025-10-17,Birju ki story ,710000,चिंटू को 5 सर वाला सांप मिला  #meow #kitty #shorts,小貓遇上五顆頭的蛇,True,https://www.youtube.com/shorts/hEESb5UW9wQ
貓,可愛日常,65659897,2112279,3.22,58,2024-07-25,Cat Lovers Stories ,567000,happy life of a rainbow cat family😻💞 #pets #cute #cat,彩虹貓一家的幸福生活,True,https://www.youtube.com/shorts/74nTNPCJrEo
貓,搞笑意外,65268275,627824,0.96,12,2026-06-05,やさしい心,106000,猫の世界にも序列は存在する🐈 #動物 #猫 #shorts #viral,貓的世界也有階級之分,False,https://www.youtube.com/shorts/SuuDafuSPY8
貓,教學DIY,64717926,1312892,2.03,38,2022-12-07,Chef Cat ChangAn ,10600000,DIY Magic Wand And You Can Eat! ✨😻 | Chef Cat Cooking  #tiktok #Shorts,貓廚做出真能吃的魔法棒,False,https://www.youtube.com/shorts/moF5nWv8Jjw
貓,劇情反轉,64690173,1301386,2.01,53,2025-07-04,little fairy,443000,The Cat's Transformation，The Struggle of a Fat Cat #ai #cartoon#cat,胖貓的減肥逆襲變身,True,https://www.youtube.com/shorts/f7SF7tWQUuU
貓,寵物與人互動,64569362,1325136,2.05,17,2024-05-19,The geeta gurjar,43300000,amaira ko cat ka baby mila #shorts #thegeetagurjar,小女孩撿到一隻小貓,False,https://www.youtube.com/shorts/AU69PT0ygJM
貓,挑戰實驗,64003309,295353,0.46,25,2026-05-11,Ulyana and Mani,713000,The cat is a smart head🧠Subscribe tosupport❤️#cats #cat #americe,這隻貓的腦袋有多聰明,False,https://www.youtube.com/shorts/IjVJ9l5YLn0
貓,搞笑意外,63958074,668284,1.04,29,2024-07-04,BN ki Masti,12300000,Cat Lover Ya Cat Chor 🐈🥹 #shorts #funny #comedy #ytshorts #comedyshorts #funnyvideo #cat,是愛貓人士還是偷貓賊,False,https://www.youtube.com/shorts/cjNTo7xesBA
貓,救援感人,63821809,747699,1.17,20,2024-11-16,Cat and Dog Guardians,145000,Rescue cat 😥 Wait For the end #CatRescue #RescueCat,救援貓咪，結局別錯過,False,https://www.youtube.com/shorts/WEpFFjr6LTU
貓,搞笑意外,63663482,675483,1.06,16,2024-07-14,Sita gurjar official,18700000,Billi ko chai pina he😂😂,貓咪也吵著要喝奶茶,False,https://www.youtube.com/shorts/VYsCzIQPU3s
貓,音樂舞蹈,63364846,414113,0.65,9,2025-07-17,MeowMeow Kids ,78500,kittens funny dance 😸बिल्ली का डांस 😻#cat #cartoon #funny #funnycat #youtubeshorts #catvideos #ai,小貓跳起爆笑舞蹈,True,https://www.youtube.com/shorts/jBuh9qGiZt0
貓,救援感人,63054405,614647,0.97,43,2026-04-04,Sirf Shreyansh,15900000,Caty Kaise Bapas Aaya 🥺💔 | Mini Vlog #shorts #minivlog #ashortaday #vlog #tranding #cats #cat,走失的貓咪是怎麼回來的,False,https://www.youtube.com/shorts/gWneHkjsTXQ
貓,可愛日常,61245871,1155981,1.89,39,2025-01-21,Epic Animal Fails,178000,Cutest Kitten Moments,最萌小奶貓瞬間合輯,False,https://www.youtube.com/shorts/KAtH5U8n_tU
貓,音樂舞蹈,60850562,436700,0.72,6,2023-07-01,Panna Vlogs ,189000,Patli Kamariya bole hay hay 😂 Cat Dance video #catvideos #shorts,貓咪跟著神曲扭腰,False,https://www.youtube.com/shorts/VJPIKQ-Knmk
貓,可愛日常,60780687,1311336,2.16,12,2023-02-22,Sonyakisa8 TT,19500000,Birthday gift 🎁 #cat #cats,送貓咪的生日禮物,False,https://www.youtube.com/shorts/QdGdHmFZxII
貓,挑戰實驗,60545231,1943199,3.21,60,2023-09-18,Ani Cat,15700000,Mi GATITA BEBÉ escoge con CUÁL REGALO me quedo y cuál ABANDONO😺🤣 #shorts,讓小貓選要留哪個禮物,False,https://www.youtube.com/shorts/1oq3ljLmxoM
貓,救援感人,60383658,,,18,2025-07-11,Mr and Mrs Koranga ,11500000,Cutebaby Kitten Saved 😳😫 #shorts #kitten #trending #mrandmrskoranga,路邊小奶貓被救回來了,False,https://www.youtube.com/shorts/E9W0-xTqTP8
貓,教學DIY,60182765,4167149,6.92,33,2023-01-02,DEV Ke Tech,23600000,बिल्ली का नया Cat House,幫貓咪蓋一間新房子,False,https://www.youtube.com/shorts/JjLnKVTfO-I
貓,救援感人,59960928,3491570,5.82,54,2024-12-28,MAMA PAPA,1660000,mother's dance competition😱😭#catsoftiktok #cute #cat #aiart #ai #poorcat#catlover#fyp#shorts,貓媽媽拼命上場跳舞比賽,True,https://www.youtube.com/shorts/Fqthf0zxeV4
貓,可愛日常,59491391,317889,0.53,9,2025-10-08,Sadia Rahman Nowshin ,886000,Did you see a little kitten takes its first bath in the water!!😻💕#cute #kitten #cat #meow,小奶貓第一次下水洗澡,False,https://www.youtube.com/shorts/pb6BtmtnYDI
貓,ASMR療癒,59472734,,,5,2025-06-18,cats for life,508000,Kitten meowing 🥰 | Cat sound | Cat Video | Persian Cat sound | Cat voice | Cat | Persian Cat | Cats,波斯貓的療癒喵叫聲,False,https://www.youtube.com/shorts/_9JO6DR5L4Y
貓,挑戰實驗,59227823,1575692,2.66,61,2024-05-29,Lindsey Kuzmin,1720000,I Got My Cats Nerf Toys #shorts #pets #toys #sphynx #cats,買 Nerf 玩具給貓會怎樣,False,https://www.youtube.com/shorts/XvlTBzMZ1jI
貓,ASMR療癒,58281282,777735,1.33,65,2025-04-28,Bennett the Ragdoll,392000,Enrichment mat for my ragdoll cat! ASMR 🎧 #ragdollcat #catfeeding #catfood #asmr #asmrsounds #cats,布偶貓吃嗅聞墊 ASMR,False,https://www.youtube.com/shorts/_mZ4hOlY3L8
貓,搞笑意外,58007356,266257,0.46,19,2026-06-29,Tingora,121000,😆 Some Cats Never Change... Meet Gino! 🐱 #shorts,有些貓一輩子改不了,False,https://www.youtube.com/shorts/UN_vgh9GuVY
貓,搞笑意外,57608043,2081097,3.61,21,2023-11-22,Sonyakisa8 TT,19500000,Subscribe to our «MUSIC FOR CATS» playlist and your life won't be in danger😺Link in bio #cat #cats,不訂閱，你的命就危險了,False,https://www.youtube.com/shorts/WX8gntvNC60
貓,可愛日常,57154565,2380022,4.16,24,2022-04-14,DontStopMeowing,5510000,THIS IS SO ADORABLE. 🥺 #shorts,這畫面實在太可愛了,False,https://www.youtube.com/shorts/pCTFMkXYzfk
貓,搞笑意外,57097619,454972,0.8,11,2022-10-01,The Pet Collective,9550000,Amazing Cat Performs Magic Trick! #Cats #Tricks,貓咪竟然會變魔術,False,https://www.youtube.com/shorts/EM41yq0OUQ4
貓,救援感人,56780296,514826,0.91,59,2026-01-09,Si Bocil - Bocah Cilik,21300000,KUCING HILANG😭😭😭😭,貓咪不見了，哭著找,False,https://www.youtube.com/shorts/T-p-KMnDIX4
貓,搞笑意外,56044736,495796,0.88,13,2025-01-14,Dancing Cat,93100,🐱 Funny cat videos | cute cats | Try not to laugh | Cat videos Compilation #shorts  🐈,貓咪爆笑合輯，忍住別笑,False,https://www.youtube.com/shorts/1UgJI6O8T2U
貓,音樂舞蹈,55794487,333432,0.6,9,2025-05-14,Kitten Cuteness,77200,Kitten Dance Baby Shark 😼💋 #cat #kitten #meow #cutecat #dance #ai,小貓跳鯊魚寶寶,True,https://www.youtube.com/shorts/jcbytKEeJog
貓,可愛日常,55166524,1954374,3.54,20,2022-12-24,Tai Rebuilds,2080000,DO YOU THINK this CAT looks CUTE 😱 | Wholesome Moments,你覺得這隻貓可愛嗎,False,https://www.youtube.com/shorts/aSOxyR2396k
貓,音樂舞蹈,55055174,206018,0.37,5,2025-05-23,YOUR ARSH,45400,Billi bole meow meow cute cat danceshort video#automobile #song #funny #comedycartoon #30onTrending,貓咪喵喵叫著跳舞,True,https://www.youtube.com/shorts/NlxK6cEf_Pw
貓,可愛日常,55038218,449439,0.82,27,2024-06-20,The BN Family,10100000,Theekuchi ❤️🥰 cat lover 😾#shorts #viral #funny #cat #shortvideos #trending,貓咪 Theekuchi 的日常,False,https://www.youtube.com/shorts/_wyIKHAXZFI
貓,救援感人,55009193,563071,1.02,16,2025-06-11,Packy Films,4030000,Kitty adoption shelter😿🐈 #animation  #adoption #cats,小貓在收容所等人領養,True,https://www.youtube.com/shorts/JFZTJreD2kc
貓,音樂舞蹈,54674114,611846,1.12,8,2025-03-13,Aakib TV,182000,Alifun ba taun sa 🥰💥 Naat |Beautiful Naat ♥️ cute cat 😻 #cat #cutecat #catworld #islamicshorts,小貓配上動聽讚頌歌聲,False,https://www.youtube.com/shorts/2Dlz05QxDE0
貓,可愛日常,54371660,743664,1.37,34,2026-05-06,AniRank,777000,Ranking CUTE STREET CATS Core Moments!! 🐱🏙️,街貓最萌瞬間大排名,False,https://www.youtube.com/shorts/G1VHde35t58
貓,搞笑意外,54362702,,,8,2025-01-16,Daily Funnies,28900,Funny Cat Videos 😂 #funny #cat #funnycats,貓咪爆笑失控瞬間,False,https://www.youtube.com/shorts/Z5Cpwn60ySI
貓,可愛日常,54351438,,,11,2025-10-17,GV GAMING,7310000,Cutest Cat Gang Ever😺✨ #cats #cutecats #catlover #catvideos,史上最萌的貓咪幫派,False,https://www.youtube.com/shorts/XVKyVJxYuxw
貓,ASMR療癒,54230971,652382,1.2,16,2022-06-06,HeyThere,63900,Kitten meows. (Play this to make your cat go crazy),放這聲音讓你的貓抓狂,False,https://www.youtube.com/shorts/cspDcNkMUws
貓,搞笑意外,54131369,346877,0.64,4,2021-09-06,Mantio,52200,Talking cat comedy videos #talkingcat,會說話的貓開口吐槽,False,https://www.youtube.com/shorts/LDSRtOcd5YQ
貓,可愛日常,54040539,291085,0.54,9,2025-01-17,CHAMP ABHI,185000,Billi Ki Awaaz 😸 Biscuit Khana Hai Shabi Ko🥹#shorts #billi #meow #cartoon #trending #shortsfeed,貓咪喵喵叫著討餅乾,False,https://www.youtube.com/shorts/ITWkPIi2QIM
貓,搞笑意外,53412991,307011,0.57,10,2024-12-20,Meow Moments,105000,When you left your door open! 😱 #cat #caton #funny #kitten #animation #kitty #cute #catton#shorts,門沒關好貓就衝出去了,True,https://www.youtube.com/shorts/Ho1-rJDDr4I
